"Date","Price","Open","High","Low","Vol.","Change %"
"09/13/2022","131.30","136.06","138.23","131.05","4.91M","-6.43%"
"09/14/2022","139.40","134.01","141.82","133.59","7.90M","6.17%"
"09/15/2022","135.86","138.61","139.84","135.58","4.36M","-2.54%"
"09/16/2022","137.74","134.37","139.88","133.76","7.56M","1.38%"
"09/19/2022","127.90","135.70","135.99","123.69","11.47M","-7.14%"
"09/20/2022","129.71","125.80","134.35","125.79","8.55M","1.41%"
"09/21/2022","125.76","130.37","131.79","125.68","3.85M","-3.04%"
"09/22/2022","124.32","124.32","126.08","122.90","3.47M","-1.15%"
"09/23/2022","123.64","122.81","125.01","121.25","3.94M","-0.55%"
"09/26/2022","119.69","123.34","125.88","119.56","3.82M","-3.19%"
"09/27/2022","122.23","120.58","125.16","120.25","3.80M","2.12%"
"09/28/2022","122.15","123.58","126.29","121.82","4.25M","-0.07%"
"09/29/2022","118.07","119.90","120.58","115.03","4.76M","-3.34%"
"09/30/2022","118.25","118.44","122.58","118.08","3.86M","0.15%"
"10/03/2022","120.99","119.32","122.40","115.41","3.81M","2.32%"
"10/04/2022","125.67","123.67","126.41","123.50","3.46M","3.87%"
"10/05/2022","125.62","122.40","126.74","121.61","2.28M","-0.04%"
"10/06/2022","125.15","124.78","127.64","122.93","2.36M","-0.37%"
"10/07/2022","119.32","121.50","123.36","118.46","3.16M","-4.66%"
"10/10/2022","123.42","119.32","125.25","118.47","3.82M","3.44%"
"10/11/2022","120.72","123.29","124.78","118.94","2.96M","-2.19%"
"10/12/2022","130.72","135.55","141.47","129.61","17.68M","8.28%"
"10/13/2022","134.72","126.36","136.12","126.19","5.07M","3.06%"
"10/14/2022","134.00","135.68","136.16","131.31","4.58M","-0.53%"
"10/17/2022","139.25","135.52","140.32","133.00","4.64M","3.92%"
"10/18/2022","134.09","140.74","141.00","132.39","5.10M","-3.71%"
"10/19/2022","123.52","132.50","133.29","122.92","6.02M","-7.88%"
"10/20/2022","118.38","122.94","124.69","118.31","5.50M","-4.16%"
"10/21/2022","128.32","123.77","130.30","122.03","8.13M","8.40%"
"10/24/2022","133.02","127.49","133.96","126.72","4.10M","3.66%"
"10/25/2022","136.57","134.00","138.35","133.00","4.35M","2.67%"
"10/26/2022","142.00","137.25","147.68","137.02","5.74M","3.98%"
"10/27/2022","144.11","143.38","146.25","140.80","3.67M","1.49%"
"10/28/2022","150.97","142.84","151.19","142.84","4.57M","4.76%"
"10/31/2022","150.33","149.43","154.34","148.57","3.68M","-0.42%"
"11/01/2022","154.62","154.77","158.88","152.41","4.34M","2.85%"
"11/02/2022","148.62","154.20","156.18","148.30","5.05M","-3.88%"
"11/03/2022","147.50","138.76","150.75","135.09","9.19M","-0.75%"
"11/04/2022","158.41","149.62","160.74","143.65","8.11M","7.40%"
"11/07/2022","164.04","158.46","165.49","155.81","4.86M","3.55%"
"11/08/2022","164.61","162.46","167.49","159.06","3.39M","0.35%"
"11/09/2022","163.21","162.50","169.83","162.35","3.81M","-0.85%"
"11/10/2022","168.56","164.52","169.28","161.71","4.89M","3.28%"
"11/11/2022","171.20","168.31","172.13","162.74","3.61M","1.57%"
"11/14/2022","179.03","169.27","184.24","169.27","6.66M","4.57%"
"11/15/2022","185.47","180.66","187.87","178.35","5.16M","3.60%"
"11/16/2022","185.25","184.44","188.65","182.88","4.03M","-0.12%"
"11/17/2022","183.90","181.33","184.44","178.98","3.37M","-0.73%"
"11/18/2022","181.59","184.00","188.45","181.22","3.55M","-1.26%"
"11/21/2022","176.75","179.71","180.79","175.17","3.10M","-2.67%"
"11/22/2022","179.59","176.08","179.83","170.27","3.31M","1.61%"
"11/23/2022","176.81","178.01","179.36","174.58","2.31M","-1.55%"
"11/25/2022","176.40","175.01","179.14","173.41","1.22M","-0.23%"
"11/28/2022","175.38","177.09","184.22","174.67","3.75M","-0.58%"
"11/29/2022","173.15","176.15","179.00","171.53","2.84M","-1.27%"
"11/30/2022","175.91","173.52","176.75","169.06","3.72M","1.59%"
"12/01/2022","181.48","173.41","185.90","172.38","4.87M","3.17%"
"12/02/2022","182.35","178.50","182.80","177.00","2.77M","0.48%"
"12/05/2022","175.93","180.99","183.68","173.59","3.53M","-3.52%"
"12/06/2022","173.54","175.02","175.78","169.70","3.39M","-1.36%"
"12/07/2022","179.00","172.31","180.38","171.85","3.58M","3.15%"
"12/08/2022","184.70","179.12","185.21","177.52","3.41M","3.18%"
"12/09/2022","177.35","185.00","185.41","177.10","3.50M","-3.98%"
"12/12/2022","165.13","175.53","175.77","162.78","5.20M","-6.89%"
"12/13/2022","197.54","187.33","208.52","184.02","26.24M","19.63%"
"12/14/2022","208.95","195.08","217.25","192.54","21.44M","5.78%"
"12/15/2022","207.25","207.61","212.44","202.09","9.65M","-0.81%"
"12/16/2022","193.29","206.37","209.85","190.62","11.82M","-6.74%"
"12/19/2022","189.89","200.00","204.00","187.86","6.95M","-1.76%"
"12/20/2022","201.16","189.00","204.22","187.54","9.56M","5.94%"
"12/21/2022","210.04","201.85","210.22","199.75","7.58M","4.41%"
"12/22/2022","208.34","209.82","212.47","201.61","5.38M","-0.81%"
"12/23/2022","199.08","206.69","208.99","197.56","6.17M","-4.44%"
"12/27/2022","180.17","199.90","201.43","179.83","6.74M","-9.50%"
"12/28/2022","176.50","180.00","183.75","174.51","5.53M","-2.04%"
"12/29/2022","178.86","178.19","182.50","175.40","3.75M","1.34%"
"12/30/2022","179.62","176.22","179.69","172.31","3.44M","0.42%"
"01/03/2023","178.99","180.85","184.39","178.23","4.03M","-0.35%"
"01/04/2023","177.36","182.42","183.61","175.63","2.84M","-0.91%"
"01/05/2023","173.51","174.80","175.51","171.60","3.05M","-2.17%"
"01/06/2023","180.35","174.96","181.74","171.40","3.58M","3.94%"
"01/09/2023","183.95","181.80","188.36","177.27","4.34M","2.00%"
"01/10/2023","189.65","182.70","189.81","181.50","2.46M","3.10%"
"01/11/2023","186.64","188.57","189.65","182.67","3.15M","-1.59%"
"01/12/2023","188.06","186.54","189.29","179.15","3.88M","0.76%"
"01/13/2023","192.00","185.08","192.12","185.05","3.23M","2.10%"
"01/17/2023","190.69","187.90","194.63","187.64","3.72M","-0.68%"
"01/18/2023","197.02","200.32","207.51","195.02","11.06M","3.32%"
"01/19/2023","190.38","196.21","197.31","190.32","4.27M","-3.37%"
"01/20/2023","193.98","190.60","194.59","188.52","4.05M","1.89%"
"01/23/2023","196.94","192.61","198.86","192.21","2.91M","1.53%"
"01/24/2023","196.76","195.83","197.06","193.21","1.85M","-0.09%"
"01/25/2023","193.07","194.33","194.96","189.75","2.29M","-1.88%"
"01/26/2023","193.24","194.43","195.00","187.55","2.39M","0.09%"
"01/27/2023","189.35","191.91","193.52","188.28","3.35M","-2.01%"
"01/30/2023","180.87","187.23","187.59","180.64","3.20M","-4.48%"
"01/31/2023","176.06","176.50","180.21","173.78","6.21M","-2.66%"
"02/01/2023","174.30","174.70","176.30","167.28","5.61M","-1.00%"
"02/02/2023","176.35","173.40","176.73","170.51","4.06M","1.18%"
"02/03/2023","173.25","172.74","178.74","172.40","2.82M","-1.76%"
"02/06/2023","170.27","171.98","174.41","169.67","2.86M","-1.72%"
"02/07/2023","171.06","170.26","171.87","167.03","2.57M","0.46%"
"02/08/2023","164.34","169.33","170.39","164.15","2.96M","-3.93%"
"02/09/2023","164.48","167.03","170.10","163.19","2.85M","0.09%"
"02/10/2023","169.28","164.00","169.51","162.65","2.95M","2.92%"
"02/13/2023","171.48","168.73","171.77","166.01","2.70M","1.30%"
"02/14/2023","175.62","170.89","176.04","169.29","2.91M","2.41%"
"02/15/2023","177.28","173.17","177.37","172.45","1.96M","0.95%"
"02/16/2023","172.31","173.07","176.20","171.59","2.47M","-2.80%"
"02/17/2023","166.60","163.00","166.72","160.66","5.06M","-3.31%"
"02/21/2023","160.09","165.25","166.86","159.49","3.30M","-3.91%"
"02/22/2023","158.17","160.35","161.49","157.00","3.08M","-1.20%"
"02/23/2023","147.57","153.73","157.50","143.72","9.38M","-6.70%"
"02/24/2023","139.26","140.53","144.27","138.21","6.00M","-5.63%"
"02/27/2023","138.27","139.52","140.91","136.72","4.97M","-0.71%"
"02/28/2023","138.81","138.27","140.96","137.37","3.99M","0.39%"
"03/01/2023","135.66","138.39","140.28","133.66","4.59M","-2.27%"
"03/02/2023","137.86","135.36","139.03","135.34","3.31M","1.62%"
"03/03/2023","143.20","138.68","144.85","138.15","3.96M","3.87%"
"03/06/2023","144.03","143.30","145.06","142.63","2.87M","0.58%"
"03/07/2023","141.05","143.78","145.74","139.68","2.78M","-2.07%"
"03/08/2023","142.08","140.32","142.53","140.32","2.19M","0.73%"
"03/09/2023","137.36","142.04","144.03","136.52","3.09M","-3.32%"
"03/10/2023","138.29","137.06","141.55","135.59","3.89M","0.68%"
"03/13/2023","147.90","138.49","148.94","138.06","5.68M","6.95%"
"03/14/2023","151.28","148.98","154.88","148.05","3.95M","2.29%"
"03/15/2023","149.60","148.88","151.19","147.61","2.74M","-1.11%"
"03/16/2023","151.78","149.67","152.85","147.97","2.66M","1.46%"
"03/17/2023","150.02","151.92","154.48","149.10","6.00M","-1.16%"
"03/20/2023","154.52","150.01","156.57","148.66","3.26M","3.00%"
"03/21/2023","152.10","154.54","155.70","151.82","3.01M","-1.57%"
"03/22/2023","148.18","153.31","153.68","148.07","2.82M","-2.58%"
"03/23/2023","149.42","149.92","153.76","146.90","2.71M","0.84%"
"03/24/2023","150.88","149.74","152.57","148.97","1.99M","0.98%"
"03/27/2023","148.35","149.80","150.38","145.36","2.64M","-1.68%"
"03/28/2023","146.92","147.98","149.66","146.18","1.99M","-0.96%"
"03/29/2023","148.80","149.00","150.09","147.55","1.90M","1.28%"
"03/30/2023","147.44","150.20","151.25","146.60","2.21M","-0.91%"
"03/31/2023","153.58","148.52","154.98","147.89","3.78M","4.16%"
"04/03/2023","159.48","153.50","159.99","153.50","3.97M","3.84%"
"04/04/2023","156.52","159.21","159.68","156.03","2.31M","-1.86%"
"04/05/2023","154.61","155.79","156.87","152.25","2.28M","-1.22%"
"04/06/2023","158.27","155.00","159.07","153.49","2.62M","2.37%"
"04/10/2023","160.15","160.00","161.19","154.45","2.73M","1.19%"
"04/11/2023","155.25","152.43","156.78","149.32","6.59M","-3.06%"
"04/12/2023","155.56","156.35","159.05","154.62","2.96M","0.20%"
"04/13/2023","160.53","156.61","162.10","155.32","2.91M","3.19%"
"04/14/2023","157.10","159.95","163.24","155.35","2.66M","-2.14%"
"04/17/2023","143.97","156.60","156.75","143.21","11.56M","-8.36%"
"04/18/2023","142.63","144.00","144.93","141.01","4.41M","-0.93%"
"04/19/2023","142.82","141.57","144.06","141.25","2.82M","0.13%"
"04/20/2023","141.14","141.40","144.43","140.44","3.14M","-1.18%"
"04/21/2023","140.85","141.01","142.82","138.55","3.13M","-0.21%"
"04/24/2023","138.14","140.87","141.20","136.05","3.51M","-1.92%"
"04/25/2023","134.90","138.13","139.62","134.70","3.28M","-2.35%"
"04/26/2023","130.72","134.81","135.97","129.88","3.58M","-3.10%"
"04/27/2023","130.07","130.89","132.27","129.65","3.10M","-0.50%"
"04/28/2023","132.89","130.04","133.26","129.02","3.00M","2.17%"
"05/01/2023","133.40","132.00","134.53","130.71","2.75M","0.38%"
"05/02/2023","131.40","133.51","135.56","130.54","3.25M","-1.50%"
"05/03/2023","130.14","130.52","132.88","129.85","3.32M","-0.96%"
"05/04/2023","134.33","133.93","138.22","129.75","5.50M","3.22%"
"05/05/2023","137.04","134.65","138.18","132.14","3.38M","2.02%"
"05/08/2023","131.75","136.24","137.13","131.20","3.99M","-3.86%"
"05/09/2023","133.77","131.48","133.88","130.91","2.56M","1.53%"
"05/10/2023","130.83","134.56","135.33","130.37","2.84M","-2.20%"
"05/11/2023","128.41","130.97","131.40","126.55","2.87M","-1.85%"
"05/12/2023","129.30","128.50","131.06","128.05","1.90M","0.69%"
"05/15/2023","130.26","128.70","130.75","126.50","2.28M","0.74%"
"05/16/2023","125.11","129.37","129.50","124.25","3.69M","-3.95%"
"05/17/2023","125.57","124.25","126.99","122.56","2.57M","0.37%"
"05/18/2023","125.33","125.92","126.01","122.99","3.01M","-0.19%"
"05/19/2023","126.24","126.18","126.88","124.58","2.60M","0.73%"
"05/22/2023","126.74","126.25","127.83","125.69","1.68M","0.40%"
"05/23/2023","137.75","126.49","139.91","125.60","7.73M","8.69%"
"05/24/2023","131.59","141.19","142.79","130.34","5.32M","-4.47%"
"05/25/2023","126.47","130.00","130.16","125.80","4.23M","-3.89%"
"05/26/2023","126.24","128.49","128.49","124.25","3.64M","-0.18%"
"05/30/2023","128.89","126.47","129.24","124.23","2.62M","2.10%"
"05/31/2023","127.71","128.88","130.45","125.16","3.93M","-0.92%"
"06/01/2023","128.52","128.44","129.09","125.50","1.94M","0.63%"
"06/02/2023","130.51","129.75","131.65","128.82","2.36M","1.55%"
"06/05/2023","128.90","131.00","134.59","128.84","3.21M","-1.23%"
"06/06/2023","126.90","129.00","129.15","124.75","2.49M","-1.55%"
"06/07/2023","125.61","126.59","127.09","125.30","3.16M","-1.02%"
"06/08/2023","124.94","125.41","125.41","122.28","2.50M","-0.53%"
"06/09/2023","123.26","124.70","125.63","122.80","2.20M","-1.34%"
"06/12/2023","123.52","123.36","123.88","121.55","2.99M","0.21%"
"06/13/2023","127.98","123.25","128.84","122.90","3.33M","3.61%"
"06/14/2023","126.05","128.08","128.62","124.61","2.98M","-1.51%"
"06/15/2023","129.98","126.00","130.19","125.08","3.03M","3.12%"
"06/16/2023","128.73","130.95","133.16","126.98","5.50M","-0.96%"
"06/20/2023","124.23","127.80","128.20","124.06","2.99M","-3.50%"
"06/21/2023","121.07","123.50","124.16","121.00","2.91M","-2.54%"
"06/22/2023","120.48","121.00","121.32","118.44","3.27M","-0.49%"
"06/23/2023","118.50","119.70","120.12","117.23","3.28M","-1.64%"
"06/26/2023","120.41","121.20","122.95","119.21","3.47M","1.61%"
"06/27/2023","120.67","120.45","120.89","118.51","2.38M","0.22%"
"06/28/2023","123.00","121.19","123.22","119.16","2.53M","1.93%"
"06/29/2023","122.11","122.50","122.98","121.30","1.89M","-0.72%"
"06/30/2023","121.50","123.15","123.61","121.50","2.41M","-0.50%"
"07/03/2023","121.73","121.75","122.94","120.12","1.78M","0.19%"
"07/05/2023","123.54","122.89","128.98","122.51","5.00M","1.49%"
"07/06/2023","118.29","122.51","123.27","117.11","4.86M","-4.25%"
"07/07/2023","118.87","118.01","120.14","117.82","2.44M","0.49%"
"07/10/2023","123.09","118.87","123.60","118.64","3.40M","3.55%"
"07/11/2023","122.13","123.44","124.50","121.21","2.13M","-0.78%"
"07/12/2023","125.92","124.46","127.38","123.55","2.97M","3.10%"
"07/13/2023","126.61","126.52","128.06","126.06","2.52M","0.55%"
"07/14/2023","121.35","124.52","124.88","120.58","4.10M","-4.15%"
"07/17/2023","122.60","120.60","122.84","120.07","2.68M","1.03%"
"07/18/2023","122.61","122.60","125.49","121.75","2.84M","0.01%"
"07/19/2023","125.17","123.49","126.78","123.22","3.03M","2.09%"
"07/20/2023","124.77","124.58","127.48","124.58","2.62M","-0.32%"
"07/21/2023","126.43","125.73","127.22","121.61","7.27M","1.33%"
"07/24/2023","123.01","126.43","126.46","121.28","4.15M","-2.71%"
"07/25/2023","121.87","123.18","125.36","121.78","2.71M","-0.93%"
"07/26/2023","120.65","121.87","121.95","118.90","2.58M","-1.00%"
"07/27/2023","118.51","121.50","122.14","118.25","2.55M","-1.77%"
"07/28/2023","118.66","119.23","120.23","118.48","2.39M","0.13%"
"07/31/2023","117.66","118.72","119.04","117.05","3.17M","-0.84%"
"08/01/2023","113.94","117.00","117.05","113.77","4.87M","-3.16%"
"08/02/2023","110.22","112.60","114.12","110.04","4.55M","-3.26%"
"08/03/2023","109.95","108.63","114.77","108.26","6.04M","-0.24%"
"08/04/2023","108.19","108.89","111.68","107.60","4.04M","-1.60%"
"08/07/2023","101.20","106.53","106.53","98.43","10.24M","-6.46%"
"08/08/2023","99.74","101.36","101.82","98.86","4.70M","-1.44%"
"08/09/2023","101.82","99.57","102.85","98.64","3.76M","2.09%"
"08/10/2023","100.28","102.88","104.17","99.69","3.11M","-1.51%"
"08/11/2023","101.49","99.08","102.02","98.95","2.86M","1.21%"
"08/14/2023","100.00","100.87","100.87","97.80","3.04M","-1.47%"
"08/15/2023","96.41","98.73","98.93","96.10","3.23M","-3.59%"
"08/16/2023","98.92","95.46","99.74","95.02","5.20M","2.60%"
"08/17/2023","106.24","98.99","106.58","98.92","7.54M","7.40%"
"08/18/2023","101.62","105.90","107.26","101.40","4.14M","-4.35%"
"08/21/2023","111.08","101.99","112.32","101.82","7.75M","9.31%"
"08/22/2023","116.24","112.50","116.88","112.46","7.10M","4.65%"
"08/23/2023","115.46","117.34","117.68","111.85","3.77M","-0.67%"
"08/24/2023","112.65","114.93","115.37","112.58","2.72M","-2.43%"
"08/25/2023","111.93","113.65","114.70","109.81","2.71M","-0.64%"
"08/28/2023","113.83","114.73","116.95","113.00","2.70M","1.70%"
"08/29/2023","115.99","113.75","116.44","113.72","2.85M","1.90%"
"08/30/2023","116.62","116.19","118.07","114.00","3.33M","0.54%"
"08/31/2023","113.07","116.44","116.60","112.86","3.31M","-3.04%"
"09/01/2023","112.56","114.21","114.72","111.57","2.24M","-0.45%"
"09/05/2023","109.36","112.72","112.78","108.99","2.87M","-2.84%"
"09/06/2023","108.24","109.75","109.75","106.60","2.92M","-1.02%"
"09/07/2023","108.35","107.61","110.12","106.70","2.66M","0.10%"
"09/08/2023","107.64","107.62","109.47","106.87","2.16M","-0.66%"
"09/11/2023","105.80","106.80","107.25","104.50","3.06M","-1.71%"
"09/12/2023","105.24","105.37","106.18","103.53","2.73M","-0.53%"
"09/13/2023","108.59","113.80","114.88","107.24","9.82M","3.18%"
"09/14/2023","112.81","108.59","114.33","106.39","5.51M","3.89%"
"09/15/2023","114.59","112.99","115.25","111.90","6.33M","1.58%"
"09/18/2023","104.14","114.21","114.30","103.81","7.53M","-9.12%"
"09/19/2023","106.74","102.31","107.79","101.85","4.12M","2.50%"
"09/20/2023","103.53","106.65","106.66","103.27","2.88M","-3.01%"
"09/21/2023","100.23","101.78","103.59","100.07","3.22M","-3.19%"
"09/22/2023","99.99","100.77","100.98","98.51","2.28M","-0.24%"
"09/25/2023","98.17","99.52","99.80","97.11","2.91M","-1.82%"
"09/26/2023","98.12","98.57","99.62","97.89","2.89M","-0.05%"
"09/27/2023","99.44","98.76","100.33","97.90","2.37M","1.35%"
"09/28/2023","100.27","98.94","101.03","97.32","2.03M","0.83%"
"09/29/2023","103.29","100.97","104.74","100.97","4.20M","3.01%"
"10/02/2023","103.31","103.12","104.06","101.48","2.41M","0.02%"
"10/03/2023","103.08","101.93","103.68","100.92","2.42M","-0.22%"
"10/04/2023","104.26","104.61","104.82","99.33","3.30M","1.14%"
"10/05/2023","102.97","103.70","104.36","99.61","2.82M","-1.24%"
"10/06/2023","103.88","101.63","104.97","101.11","2.46M","0.88%"
"10/09/2023","101.84","102.73","102.77","98.01","3.17M","-1.96%"
"10/10/2023","104.43","101.95","104.84","101.50","2.25M","2.54%"
"10/11/2023","102.76","104.96","105.94","102.43","2.10M","-1.60%"
"10/12/2023","100.78","102.00","102.81","100.31","2.75M","-1.93%"
"10/13/2023","98.30","100.00","100.59","97.56","3.39M","-2.46%"
"10/16/2023","91.94","95.30","96.65","90.18","9.06M","-6.47%"
"10/17/2023","86.33","90.38","91.69","86.24","8.60M","-6.10%"
"10/18/2023","86.01","85.55","87.55","85.10","4.69M","-0.37%"
"10/19/2023","82.37","85.81","86.89","80.48","6.50M","-4.23%"
"10/20/2023","80.40","82.13","82.45","79.71","5.46M","-2.39%"
"10/23/2023","78.64","79.15","80.82","78.28","4.58M","-2.19%"
"10/24/2023","79.76","78.81","81.62","78.81","3.19M","1.42%"
"10/25/2023","76.76","78.55","78.82","75.89","3.61M","-3.76%"
"10/26/2023","75.98","76.73","77.22","75.44","3.43M","-1.02%"
"10/27/2023","71.91","75.90","76.56","71.55","5.44M","-5.36%"
"10/30/2023","74.07","71.88","74.40","71.80","4.23M","3.00%"
"10/31/2023","75.96","72.91","76.15","72.65","3.78M","2.55%"
"11/01/2023","76.20","75.22","77.00","74.62","4.14M","0.32%"
"11/02/2023","71.23","64.35","73.30","62.55","16.65M","-6.52%"
"11/03/2023","77.53","73.09","79.25","73.04","8.88M","8.84%"
"11/06/2023","72.07","78.04","79.06","71.70","6.00M","-7.04%"
"11/07/2023","73.66","72.22","73.72","71.34","4.00M","2.21%"
"11/08/2023","71.34","73.65","73.67","70.11","4.53M","-3.15%"
"11/09/2023","69.51","71.74","71.80","68.95","3.65M","-2.57%"
"11/10/2023","70.05","69.60","70.28","67.85","3.98M","0.78%"
"11/13/2023","70.21","69.59","70.26","67.62","3.17M","0.23%"
"11/14/2023","74.10","73.62","74.75","72.99","4.45M","5.54%"
"11/15/2023","76.35","74.46","78.30","74.21","3.95M","3.04%"
"11/16/2023","76.55","76.15","76.62","74.18","3.11M","0.26%"
"11/17/2023","76.44","77.15","77.42","74.78","3.16M","-0.14%"
"11/20/2023","78.96","76.80","79.80","76.01","3.55M","3.30%"
"11/21/2023","77.14","77.08","77.67","75.90","2.71M","-2.30%"
"11/22/2023","78.17","78.06","78.67","76.83","2.20M","1.34%"
"11/24/2023","78.52","78.66","81.12","77.77","2.15M","0.45%"
"11/27/2023","77.72","78.36","78.36","75.66","2.96M","-1.02%"
"11/28/2023","78.18","77.32","78.25","75.84","2.24M","0.59%"
"11/29/2023","79.01","78.95","80.89","78.85","2.57M","1.06%"
"11/30/2023","77.70","79.63","80.20","77.52","3.31M","-1.66%"
"12/01/2023","79.83","76.58","80.26","74.50","3.96M","2.74%"
"12/04/2023","79.87","79.56","80.73","77.66","3.17M","0.05%"
"12/05/2023","78.28","78.30","79.72","77.70","2.16M","-1.99%"
"12/06/2023","80.60","78.97","84.12","77.64","4.40M","2.96%"
"12/07/2023","79.95","80.49","80.53","77.40","3.48M","-0.81%"
"12/08/2023","80.32","79.16","81.82","78.76","2.93M","0.46%"
"12/11/2023","82.00","79.94","82.56","79.77","3.86M","2.09%"
"12/12/2023","78.04","81.24","81.39","76.41","5.21M","-4.83%"
"12/13/2023","78.60","76.00","78.72","73.25","7.96M","0.72%"
"12/14/2023","85.87","88.47","94.93","83.73","22.30M","9.25%"
"12/15/2023","86.01","87.03","89.53","85.40","12.82M","0.16%"
"12/18/2023","85.42","85.87","86.80","83.60","5.82M","-0.69%"
"12/19/2023","89.09","86.41","89.29","84.80","5.93M","4.30%"
"12/20/2023","86.19","88.93","90.18","86.12","4.50M","-3.26%"
"12/21/2023","91.16","87.50","92.38","86.68","5.34M","5.77%"
"12/22/2023","94.89","92.00","96.49","91.95","6.17M","4.09%"
"12/26/2023","97.33","96.39","97.77","94.34","3.85M","2.57%"
"12/27/2023","100.73","98.47","100.98","97.36","5.41M","3.49%"
"12/28/2023","98.79","101.60","102.95","97.91","4.56M","-1.93%"
"12/29/2023","99.45","98.61","100.80","98.02","5.20M","0.67%"
"01/02/2024","112.50","99.88","115.68","99.40","14.53M","13.12%"
"01/03/2024","108.58","112.51","112.67","107.58","8.35M","-3.48%"
"01/04/2024","108.66","109.01","109.41","105.51","6.28M","0.07%"
"01/05/2024","111.12","107.77","115.81","106.50","9.22M","2.26%"
"01/08/2024","115.44","111.47","115.97","108.62","6.01M","3.89%"
"01/09/2024","110.18","113.88","114.25","108.87","5.10M","-4.56%"
"01/10/2024","109.46","110.00","110.01","106.65","4.08M","-0.65%"
"01/11/2024","106.79","108.61","108.61","105.53","4.02M","-2.43%"
"01/12/2024","105.95","107.00","110.80","105.88","3.87M","-0.79%"
"01/16/2024","102.16","104.31","104.31","97.52","5.93M","-3.58%"
"01/17/2024","100.35","98.30","101.49","97.61","4.58M","-1.77%"
"01/18/2024","99.07","100.01","100.01","96.65","3.78M","-1.28%"
"01/19/2024","99.70","98.43","100.44","97.08","3.73M","0.64%"
"01/22/2024","99.70","100.25","102.97","98.60","3.40M","0.00%"
"01/23/2024","101.92","100.50","102.94","99.54","2.82M","2.23%"
"01/24/2024","101.11","103.20","104.27","101.01","2.60M","-0.79%"
"01/25/2024","102.81","101.76","103.82","101.07","2.69M","1.68%"
"01/26/2024","101.81","103.55","103.90","101.01","2.35M","-0.97%"
"01/29/2024","104.84","101.79","105.81","100.01","3.46M","2.98%"
"01/30/2024","102.47","103.51","104.00","101.90","2.18M","-2.26%"
"01/31/2024","101.05","102.47","104.09","100.50","2.54M","-1.39%"
"02/01/2024","99.02","100.90","101.00","97.17","3.77M","-2.01%"
"02/02/2024","97.50","97.39","98.21","95.30","3.35M","-1.54%"
"02/05/2024","95.49","96.70","96.95","94.17","2.80M","-2.06%"
"02/06/2024","100.03","95.65","100.10","95.14","3.05M","4.75%"
"02/07/2024","99.30","100.15","100.24","97.86","2.27M","-0.73%"
"02/08/2024","93.66","99.00","99.00","92.95","4.92M","-5.68%"
"02/09/2024","87.41","93.36","93.36","86.41","7.22M","-6.67%"
"02/12/2024","89.00","87.41","89.07","85.75","3.99M","1.82%"
"02/13/2024","85.37","86.81","88.30","84.06","4.04M","-4.08%"
"02/14/2024","85.95","86.04","86.85","84.23","3.57M","0.68%"
"02/15/2024","91.14","86.13","92.08","84.80","4.97M","6.04%"
"02/16/2024","88.37","90.41","90.85","87.37","3.71M","-3.04%"
"02/20/2024","86.99","87.36","89.54","86.48","3.14M","-1.56%"
"02/21/2024","87.59","86.15","88.57","85.53","3.76M","0.69%"
"02/22/2024","99.44","91.86","101.73","91.06","11.35M","13.53%"
"02/23/2024","96.46","99.60","100.97","95.32","4.53M","-3.00%"
"02/26/2024","94.02","93.68","94.79","91.46","4.58M","-2.53%"
"02/27/2024","96.20","94.31","97.47","92.50","3.09M","2.32%"
"02/28/2024","97.48","95.00","99.27","94.34","2.97M","1.33%"
"02/29/2024","92.24","96.79","97.24","92.22","5.32M","-5.38%"
"03/01/2024","95.06","92.52","96.88","92.11","3.79M","3.06%"
"03/04/2024","96.00","94.65","96.14","92.60","3.47M","0.99%"
"03/05/2024","95.56","94.65","96.17","93.35","2.86M","-0.46%"
"03/06/2024","98.10","96.38","98.51","95.58","3.33M","2.66%"
"03/07/2024","99.48","99.10","99.92","96.51","3.20M","1.41%"
"03/08/2024","103.03","99.21","103.95","98.65","4.33M","3.57%"
"03/11/2024","111.98","103.44","114.25","102.75","9.87M","8.69%"
"03/12/2024","110.43","112.00","113.70","109.92","4.18M","-1.38%"
"03/13/2024","106.51","110.43","112.65","105.99","5.12M","-3.55%"
"03/14/2024","103.46","106.14","106.99","101.88","4.64M","-2.86%"
"03/15/2024","103.85","103.17","104.72","100.94","5.46M","0.38%"
"03/18/2024","104.26","104.98","107.59","103.65","4.03M","0.39%"
"03/19/2024","105.11","103.90","105.55","102.64","3.05M","0.82%"
"03/20/2024","103.08","103.41","103.60","100.30","3.42M","-1.93%"
"03/21/2024","104.09","104.50","106.38","102.55","2.25M","0.98%"
"03/22/2024","105.43","104.11","105.97","103.51","2.04M","1.29%"
"03/25/2024","110.38","106.00","110.75","105.90","3.57M","4.70%"
"03/26/2024","107.41","111.80","111.80","106.93","4.15M","-2.69%"
"03/27/2024","110.59","109.58","111.13","105.04","4.58M","2.96%"
"03/28/2024","106.56","111.10","112.00","105.95","3.96M","-3.64%"
"04/01/2024","105.60","106.29","106.65","103.55","2.92M","-0.90%"
"04/02/2024","103.61","104.71","105.95","103.07","2.60M","-1.88%"
"04/03/2024","101.21","103.00","105.15","97.00","5.17M","-2.32%"
"04/04/2024","102.27","102.69","105.98","101.72","3.09M","1.05%"
"04/05/2024","102.88","101.76","103.82","101.05","2.13M","0.60%"
