"Date","Price","Open","High","Low","Vol.","Change %"
"09/30/2021","384.86","381.82","390.60","377.10","9.61M","1.57%"
"10/01/2021","341.09","358.33","359.11","323.41","34.35M","-11.37%"
"10/04/2021","325.84","308.88","330.55","305.00","23.33M","-4.47%"
"10/05/2021","332.11","331.00","338.03","327.20","11.64M","1.92%"
"10/06/2021","302.42","318.71","325.68","300.62","17.46M","-8.94%"
"10/07/2021","309.36","295.46","317.35","293.58","15.79M","2.29%"
"10/08/2021","304.91","310.80","314.05","297.54","10.63M","-1.44%"
"10/11/2021","305.10","299.32","314.11","298.10","7.63M","0.06%"
"10/12/2021","311.13","313.03","315.94","301.91","10.19M","1.98%"
"10/13/2021","321.50","314.90","327.74","313.30","12.77M","3.33%"
"10/14/2021","331.88","329.00","337.36","322.10","12.85M","3.23%"
"10/15/2021","324.21","341.01","341.55","318.50","17.24M","-2.31%"
"10/18/2021","334.84","322.26","338.54","320.54","8.75M","3.28%"
"10/19/2021","333.61","339.11","347.87","331.01","8.56M","-0.37%"
"10/20/2021","333.01","334.01","338.60","329.36","4.98M","-0.18%"
"10/21/2021","339.57","337.21","341.52","333.40","5.60M","1.97%"
"10/22/2021","326.54","332.54","335.75","317.18","7.78M","-3.84%"
"10/25/2021","349.56","327.36","350.06","323.27","9.77M","7.05%"
"10/26/2021","345.74","352.00","356.77","341.37","6.67M","-1.09%"
"10/27/2021","340.88","344.25","350.64","338.34","4.72M","-1.41%"
"10/28/2021","347.92","343.10","353.28","341.54","4.74M","2.07%"
"10/29/2021","345.21","344.47","347.70","337.25","4.46M","-0.78%"
"11/01/2021","337.17","334.99","338.07","320.55","8.66M","-2.33%"
"11/02/2021","348.64","338.74","349.45","337.04","5.26M","3.40%"
"11/03/2021","345.92","350.00","350.10","336.20","6.45M","-0.78%"
"11/04/2021","284.02","295.81","297.73","278.00","30.97M","-17.89%"
"11/05/2021","236.99","241.57","246.10","210.96","59.63M","-16.56%"
"11/08/2021","244.68","233.06","245.92","233.06","14.61M","3.24%"
"11/09/2021","236.85","246.07","250.57","232.21","10.96M","-3.20%"
"11/10/2021","228.96","230.10","239.10","225.57","9.12M","-3.33%"
"11/11/2021","225.82","227.67","232.27","221.60","8.36M","-1.37%"
"11/12/2021","231.19","225.86","232.56","224.42","6.83M","2.38%"
"11/15/2021","235.07","230.82","236.60","225.63","5.67M","1.68%"
"11/16/2021","234.28","234.01","239.99","230.29","5.33M","-0.34%"
"11/17/2021","242.23","234.79","249.14","234.57","8.02M","3.39%"
"11/18/2021","251.41","246.12","253.19","243.79","7.40M","3.79%"
"11/19/2021","263.78","265.42","274.84","258.09","15.62M","4.92%"
"11/22/2021","282.69","268.07","289.00","264.20","13.85M","7.17%"
